dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp,cum_cases,cum_deaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,totalcases 
2/18/2020,18,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,-2,0,5,4,3,0,
2/19/2020,19,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,0,1,11,2,3,-1,
2/20/2020,20,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,1,1,15,5,3,-1,
2/21/2020,21,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,1,2,20,6,2,-2,
2/22/2020,22,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,2,2,44,14,2,-2,
2/23/2020,23,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,7,10,33,11,1,-3,
2/24/2020,24,2,2020,0,0,Spain,ES,ESP,46723749,Europe,0,0,5,3,36,4,-7,0,
2/25/2020,25,2,2020,1,0,Spain,ES,ESP,46723749,Europe,1,0,-2,-1,17,3,-6,1,
2/26/2020,26,2,2020,4,0,Spain,ES,ESP,46723749,Europe,5,0,0,4,11,1,0,0,
2/27/2020,27,2,2020,5,0,Spain,ES,ESP,46723749,Europe,10,0,4,8,16,6,1,-2,
2/28/2020,28,2,2020,13,0,Spain,ES,ESP,46723749,Europe,23,0,-1,-7,33,2,-11,0,
2/29/2020,29,2,2020,9,0,Spain,ES,ESP,46723749,Europe,32,0,-1,4,19,6,-1,-1,
3/1/2020,1,3,2020,32,0,Spain,ES,ESP,46723749,Europe,64,0,2,6,6,5,1,-2,
3/2/2020,2,3,2020,17,0,Spain,ES,ESP,46723749,Europe,81,0,-3,1,-7,-3,-3,1,
3/3/2020,3,3,2020,31,0,Spain,ES,ESP,46723749,Europe,112,0,-3,3,-3,1,3,0,
3/4/2020,4,3,2020,37,0,Spain,ES,ESP,46723749,Europe,149,0,0,4,9,2,3,0,
3/5/2020,5,3,2020,49,1,Spain,ES,ESP,46723749,Europe,198,1,-1,2,2,0,2,0,
3/6/2020,6,3,2020,61,2,Spain,ES,ESP,46723749,Europe,259,3,-2,2,0,0,-1,0,
3/7/2020,7,3,2020,113,2,Spain,ES,ESP,46723749,Europe,372,5,-1,1,17,4,1,-1,
3/8/2020,8,3,2020,56,0,Spain,ES,ESP,46723749,Europe,428,5,4,7,19,8,1,-2,
3/9/2020,9,3,2020,159,0,Spain,ES,ESP,46723749,Europe,587,5,-1,4,12,0,3,-1,
3/10/2020,10,3,2020,615,23,Spain,ES,ESP,46723749,Europe,1202,28,-3,18,12,-1,2,0,
3/11/2020,11,3,2020,435,7,Spain,ES,ESP,46723749,Europe,1637,35,-5,17,17,-9,-2,1,
3/12/2020,12,3,2020,501,12,Spain,ES,ESP,46723749,Europe,2138,47,-13,27,1,-16,-5,3,
3/13/2020,13,3,2020,864,37,Spain,ES,ESP,46723749,Europe,3002,84,-33,33,-22,-32,-17,8,
3/14/2020,14,3,2020,1227,37,Spain,ES,ESP,46723749,Europe,4229,121,-69,-8,-44,-52,-31,14,
3/15/2020,15,3,2020,1522,15,Spain,ES,ESP,46723749,Europe,5751,136,-87,-49,-76,-71,-48,17,
3/16/2020,16,3,2020,2000,152,Spain,ES,ESP,46723749,Europe,7751,288,-80,-33,-72,-71,-52,23,
3/17/2020,17,3,2020,1438,21,Spain,ES,ESP,46723749,Europe,9189,309,-83,-39,-73,-74,-59,25,
3/18/2020,18,3,2020,1987,182,Spain,ES,ESP,46723749,Europe,11176,491,-84,-36,-73,-76,-60,26,
3/19/2020,19,3,2020,2538,107,Spain,ES,ESP,46723749,Europe,13714,598,-88,-58,-77,-80,-71,31,
3/20/2020,20,3,2020,3431,169,Spain,ES,ESP,46723749,Europe,17145,767,-87,-39,-79,-80,-66,32,
3/21/2020,21,3,2020,2833,235,Spain,ES,ESP,46723749,Europe,19978,1002,-92,-53,-87,-84,-63,26,
3/22/2020,22,3,2020,4946,324,Spain,ES,ESP,46723749,Europe,24924,1326,-94,-73,-89,-87,-65,22,
3/23/2020,23,3,2020,3646,394,Spain,ES,ESP,46723749,Europe,28570,1720,-85,-46,-77,-81,-65,28,
3/24/2020,24,3,2020,4517,462,Spain,ES,ESP,46723749,Europe,33087,2182,-87,-50,-79,-81,-67,29,
3/25/2020,25,3,2020,6584,514,Spain,ES,ESP,46723749,Europe,39671,2696,-87,-51,-78,-82,-67,30,
3/26/2020,26,3,2020,7937,738,Spain,ES,ESP,46723749,Europe,47608,3434,-87,-52,-78,-82,-68,30,
3/27/2020,27,3,2020,8578,655,Spain,ES,ESP,46723749,Europe,56186,4089,-88,-49,-80,-83,-68,33,
3/28/2020,28,3,2020,7871,769,Spain,ES,ESP,46723749,Europe,64057,4858,-92,-57,-86,-86,-64,26,
3/29/2020,29,3,2020,8189,832,Spain,ES,ESP,46723749,Europe,72246,5690,-94,-76,-89,-88,-64,22,
3/30/2020,30,3,2020,6549,838,Spain,ES,ESP,46723749,Europe,78795,6528,-89,-55,-80,-84,-74,31,
3/31/2020,31,3,2020,6398,812,Spain,ES,ESP,46723749,Europe,85193,7340,-92,-55,-82,-84,-76,32,
4/1/2020,1,4,2020,9222,849,Spain,ES,ESP,46723749,Europe,94415,8189,-92,-53,-81,-84,-75,33,
4/2/2020,2,4,2020,7719,864,Spain,ES,ESP,46723749,Europe,102134,9053,-92,-52,-81,-84,-75,33,
4/3/2020,3,4,2020,8102,950,Spain,ES,ESP,46723749,Europe,110236,10003,-89,-48,-82,-84,-74,36,
4/4/2020,4,4,2020,7472,932,Spain,ES,ESP,46723749,Europe,117708,10935,-92,-56,-86,-86,-65,26,
4/5/2020,5,4,2020,7026,809,Spain,ES,ESP,46723749,Europe,124734,11744,-94,-77,-90,-89,-68,23,
4/6/2020,6,4,2020,6023,674,Spain,ES,ESP,46723749,Europe,130757,12418,-87,-51,-79,-83,-74,31,
4/7/2020,7,4,2020,4273,637,Spain,ES,ESP,46723749,Europe,135030,13055,-89,-41,-79,-83,-74,31,
4/8/2020,8,4,2020,5478,743,Spain,ES,ESP,46723749,Europe,140508,13798,-88,-31,-77,-82,-74,30,
4/9/2020,9,4,2020,6180,757,Spain,ES,ESP,46723749,Europe,146688,14555,-93,-66,-83,-88,-84,36,
4/10/2020,10,4,2020,5756,683,Spain,ES,ESP,46723749,Europe,152444,15238,-96,-90,-88,-92,-90,42,
4/11/2020,11,4,2020,4576,605,Spain,ES,ESP,46723749,Europe,157020,15843,-92,-44,-85,-84,-63,26,
4/12/2020,12,4,2020,4830,510,Spain,ES,ESP,46723749,Europe,161850,16353,-94,-74,-89,-89,-67,23,
4/13/2020,13,4,2020,4167,619,Spain,ES,ESP,46723749,Europe,166017,16972,-90,-65,-80,-85,-77,32,
4/14/2020,14,4,2020,3477,517,Spain,ES,ESP,46723749,Europe,169494,17489,-87,-41,-75,-79,-67,29,
4/15/2020,15,4,2020,7968,787,Spain,ES,ESP,46723749,Europe,177462,18276,-88,-46,-77,-81,-68,30,
4/16/2020,16,4,2020,4040,617,Spain,ES,ESP,46723749,Europe,181502,18893,-88,-46,-76,-80,-67,30,
4/17/2020,17,4,2020,4400,585,Spain,ES,ESP,46723749,Europe,185902,19478,-89,-45,-77,-81,-67,33,
4/18/2020,18,4,2020,4104,565,Spain,ES,ESP,46723749,Europe,190006,20043,-92,-54,-85,-84,-61,25,
4/19/2020,19,4,2020,-1430,410,Spain,ES,ESP,46723749,Europe,188576,20453,-95,-76,-89,-89,-65,22,
4/20/2020,20,4,2020,2585,399,Spain,ES,ESP,46723749,Europe,191161,20852,-87,-56,-75,-80,-66,28,
4/21/2020,21,4,2020,3352,430,Spain,ES,ESP,46723749,Europe,194513,21282,-87,-51,-77,-80,-66,29,
4/22/2020,22,4,2020,2627,435,Spain,ES,ESP,46723749,Europe,197140,21717,-87,-47,-75,-80,-65,29,
4/23/2020,23,4,2020,3052,440,Spain,ES,ESP,46723749,Europe,200192,22157,-87,-51,-74,-80,-67,30,
4/24/2020,24,4,2020,2767,367,Spain,ES,ESP,46723749,Europe,202959,22524,-88,-46,-76,-79,-65,32,
4/25/2020,25,4,2020,2944,378,Spain,ES,ESP,46723749,Europe,205903,22902,-92,-52,-84,-83,-59,25,
4/26/2020,26,4,2020,1729,288,Spain,ES,ESP,46723749,Europe,207632,23190,-92,-66,-77,-82,-62,21,
